"Id","SourceLinkResult","CompilerFlagsResult","SourceUrlRepoInfo","LowerId","Created","TotalDownloads","LowerId1","Owners","LowerId2","Identity","Id1","Version","CatalogCommitTimestamp","ResultType","DeterministicResult","IsSignedByAuthor","LowerId3","Identity1","Id2","Version1","CatalogCommitTimestamp1","Created1","ResultType1","Path","Extension","HasCompilerFlags","HasSourceLink","HasDebugInfo","CompilerFlags","PdbType"
"FluentValidation.DependencyInjectionExtensions","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""FluentValidation"",""Repo"":""FluentValidation"",""Ref"":""39552df7823eeb99f5120d406bf42ff4c63fee88""},""FileCount"":4,""Example"":""https://raw.githubusercontent.com/FluentValidation/FluentValidation/39552df7823eeb99f5120d406bf42ff4c63fee88/src/FluentValidation.DependencyInjectionExtensions/DependencyInjectionExtensions.cs""}]","fluentvalidation.dependencyinjectionextensions","2023-02-20T12:47:54.053Z","94873436","fluentvalidation.dependencyinjectionextensions","[""jskinner""]","fluentvalidation.dependencyinjectionextensions","fluentvalidation.dependencyinjectionextensions/11.5.1","FluentValidation.DependencyInjectionExtensions","11.5.1","2023-02-20T12:50:04.6634715Z","Available","Valid","false","fluentvalidation.dependencyinjectionextensions","fluentvalidation.dependencyinjectionextensions/11.5.1","FluentValidation.DependencyInjectionExtensions","11.5.1","2023-02-20T12:50:04.6634715Z","2023-02-20T12:47:54.053Z","Available","lib\netstandard2.1\FluentValidation.DependencyInjectionExtensions.dll",".dll","true","true","true","{""compiler-version"":""4.4.0-4.22520.11+9e075f038a19d493244bc18997fc52a6c6eefa72"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""7.0.0+d099f075e45d2aa6007a22b71b45a08758559f80"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER"",""version"":""2"",""source-file-count"":""6"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Embedded"
"YamlDotNet","NoSymbols","Missing","[]","yamldotnet","2023-03-11T01:32:01.95Z","94017327","yamldotnet","[""aaubry""]","yamldotnet","yamldotnet/13.0.2","YamlDotNet","13.0.2","2023-03-11T01:34:35.7943208Z","Available","NonDeterministic","false","yamldotnet","yamldotnet/13.0.2","YamlDotNet","13.0.2","2023-03-11T01:34:35.7943208Z","2023-03-11T01:32:01.95Z","Available","lib\net6.0\YamlDotNet.dll",".dll","false","false","false","{}","Portable"
"Hangfire.Core","NoSymbols","Missing","[]","hangfire.core","2023-01-31T05:55:45.347Z","93982091","hangfire.core","[""odinserj""]","hangfire.core","hangfire.core/1.7.33","Hangfire.Core","1.7.33","2023-01-31T05:58:26.5318006Z","Available","NonDeterministic","false","hangfire.core","hangfire.core/1.7.33","Hangfire.Core","1.7.33","2023-01-31T05:58:26.5318006Z","2023-01-31T05:55:45.347Z","Available","lib\net45\Hangfire.Core.dll",".dll","false","false","false","{}","Portable"
"Npgsql.EntityFrameworkCore.PostgreSQL","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""npgsql"",""Repo"":""efcore.pg"",""Ref"":""574a53ca67a38f34397cae7a1071a0dc98b8645c""},""FileCount"":208,""Example"":""https://raw.githubusercontent.com/npgsql/efcore.pg/574a53ca67a38f34397cae7a1071a0dc98b8645c/src/EFCore.PG/Design/Internal/NpgsqlAnnotationCodeGenerator.cs""}]","npgsql.entityframeworkcore.postgresql","2023-03-03T21:22:48.45Z","93259533","npgsql.entityframeworkcore.postgresql","[""Npgsql"",""roji""]","npgsql.entityframeworkcore.postgresql","npgsql.entityframeworkcore.postgresql/8.0.0-preview.1","Npgsql.EntityFrameworkCore.PostgreSQL","8.0.0-preview.1","2023-03-03T21:25:14.7212777Z","Available","Valid","false","npgsql.entityframeworkcore.postgresql","npgsql.entityframeworkcore.postgresql/8.0.0-preview.1","Npgsql.EntityFrameworkCore.PostgreSQL","8.0.0-preview.1","2023-03-03T21:25:14.7212777Z","2023-03-03T21:22:48.45Z","Available","lib\net7.0\Npgsql.EntityFrameworkCore.PostgreSQL.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.6.0-1.23109.10+73338d92270b9f26982eca2e8872037a0214b912"",""language"":""C#"",""source-file-count"":""211"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""8.0.0-preview.1.23110.8+7deac7d6da3ce4e96d51d5f61a27ee85b7c42f60"",""language-version"":""preview"",""define"":""TRACE,RELEASE,NET,NET7_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NET7_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""nullable"":""Enable""}","Portable"
"SharpCompress","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Repo"":""sharpcompress"",""Owner"":""adamhathcock"",""Ref"":""3009e6dcfd183760fbdb675249b7a65a2894618b""},""FileCount"":338,""Example"":""https://raw.githubusercontent.com/adamhathcock/sharpcompress/3009e6dcfd183760fbdb675249b7a65a2894618b/src/SharpCompress/Algorithms/Adler32.cs""}]","sharpcompress","2022-07-29T09:51:01.553Z","93222012","sharpcompress","[""adamhathcock""]","sharpcompress","sharpcompress/0.32.2","SharpCompress","0.32.2","2022-07-29T09:53:57.101264Z","Available","NonDeterministic","false","sharpcompress","sharpcompress/0.32.2","SharpCompress","0.32.2","2022-07-29T09:53:57.101264Z","2022-07-29T09:51:01.553Z","Available","lib\net6.0\SharpCompress.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.2.0-4.22220.5+432d17a83aa5623e4581756f4d642997048056bd"",""language"":""C#"",""source-file-count"":""338"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""6.0.7+0ec02c8c96e2eda06dc5b5edfdbdba0f36415082"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""nullable"":""Enable"",""unsafe"":""True""}","Portable"
"AutoFixture","HasUntrackedSources","Missing","[{""Repo"":{""Type"":""GitHub"",""Owner"":""AutoFixture"",""Repo"":""AutoFixture"",""Ref"":""77de7c2a4367013a27a17c4929a472a02f8f0465""},""FileCount"":256,""Example"":""https://raw.githubusercontent.com/AutoFixture/AutoFixture/77de7c2a4367013a27a17c4929a472a02f8f0465/src/AutoFixture/AutoPropertiesTarget.cs""}]","autofixture","2023-02-21T21:11:41.877Z","91833963","autofixture","[""AlexPovar"",""AutoFixture"",""ploeh""]","autofixture","autofixture/4.18.0","AutoFixture","4.18.0","2023-02-21T21:13:50.8947886Z","Available","HasUntrackedSources","false","autofixture","autofixture/4.18.0","AutoFixture","4.18.0","2023-02-21T21:13:50.8947886Z","2023-02-21T21:11:41.877Z","Available","lib\netstandard2.0\AutoFixture.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""3.11.0-4.22464.11+d0b3f57b1e90c03e67b4c6303b5ab65603308474"",""language"":""C#"",""source-file-count"":""256"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""6.0.10+5a400c212afdf8e675c9a1d38442e6d2f19f7b74"",""language-version"":""9.0"",""define"":""TRACE,SYSTEM_GLOBALIZATION_CULTUREINFO_CULTURESETTERS,SYSTEM_NET_MAIL,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER""}","Portable"
"FluentValidation.AspNetCore","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""FluentValidation"",""Repo"":""FluentValidation.AspNetCore"",""Ref"":""7f3ad0d29f9509637b643de31de57181edfd3e76""},""FileCount"":28,""Example"":""https://raw.githubusercontent.com/FluentValidation/FluentValidation.AspNetCore/7f3ad0d29f9509637b643de31de57181edfd3e76/src/FluentValidation.AspNetCore/Adapters/ClientValidatorBase.cs""}]","fluentvalidation.aspnetcore","2022-09-08T08:44:56.25Z","89129758","fluentvalidation.aspnetcore","[""jskinner""]","fluentvalidation.aspnetcore","fluentvalidation.aspnetcore/11.2.2","FluentValidation.AspNetCore","11.2.2","2022-09-08T08:48:13.6178424Z","Available","NonDeterministic","false","fluentvalidation.aspnetcore","fluentvalidation.aspnetcore/11.2.2","FluentValidation.AspNetCore","11.2.2","2022-09-08T08:48:13.6178424Z","2022-09-08T08:44:56.25Z","Available","lib\net5.0\FluentValidation.AspNetCore.dll",".dll","true","true","true","{""compiler-version"":""4.0.1-1.21569.2+52021b4b3a9dcfd7b955102adb2901524a62a371"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.1+3a25a7f1cc446b60678ed25c9d829420d6321eba"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NET,NET5_0,NETCOREAPP,NET5_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""28"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Embedded"
"System.Linq.Dynamic.Core","NoSourceLink","Valid","[]","system.linq.dynamic.core","2023-03-06T16:16:32.947Z","86750962","system.linq.dynamic.core","[""zzzprojects""]","system.linq.dynamic.core","system.linq.dynamic.core/1.3.1","System.Linq.Dynamic.Core","1.3.1","2023-03-06T16:18:52.8841179Z","Available","NonDeterministic","false","system.linq.dynamic.core","system.linq.dynamic.core/1.3.1","System.Linq.Dynamic.Core","1.3.1","2023-03-06T16:18:52.8841179Z","2023-03-06T16:16:32.947Z","Available","lib\net45\System.Linq.Dynamic.Core.dll",".dll","true","false","true","{""compiler-version"":""4.5.0-6.23109.5+6a5a63bbc9f4449d9bd1e95a8f9624939c3ccdc3"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""4.8.9139.0"",""language-version"":""11.0"",""define"":""TRACE,RELEASE,NETFRAMEWORK,NET45,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER,NET45_OR_GREATER"",""version"":""2"",""source-file-count"":""95"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"NodaTime","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""nodatime"",""Repo"":""nodatime"",""Ref"":""9c6fab3533f757c90b8f70b7d93f44bc1eeb3627""},""FileCount"":179,""Example"":""https://raw.githubusercontent.com/nodatime/nodatime/9c6fab3533f757c90b8f70b7d93f44bc1eeb3627/src/NodaTime/AmbiguousTimeException.cs""}]","nodatime","2022-11-29T17:50:42.883Z","85007507","nodatime","[""jon skeet"",""NodaTime""]","nodatime","nodatime/3.1.6","NodaTime","3.1.6","2022-11-29T17:53:29.5644593Z","Available","Valid","false","nodatime","nodatime/3.1.6","NodaTime","3.1.6","2022-11-29T17:53:29.5644593Z","2022-11-29T17:50:42.883Z","Available","lib\netstandard2.0\NodaTime.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.3.1-3.22505.12+954930214e5a116e3aa1f81cab887b294ae95739"",""language"":""C#"",""source-file-count"":""181"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""6.0.11+943474ca16db7c65ba6cff4a89c3ebd219dde3e5"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""nullable"":""Enable"",""checked"":""True""}","Portable"
"TimeZoneConverter","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""mattjohnsonpint"",""Repo"":""TimeZoneConverter"",""Ref"":""dcac3b18c5eefe7ef71bfb997ec073820c0e1d98""},""FileCount"":4,""Example"":""https://raw.githubusercontent.com/mattjohnsonpint/TimeZoneConverter/dcac3b18c5eefe7ef71bfb997ec073820c0e1d98/src/TimeZoneConverter/CustomTimeZoneFactory.cs""}]","timezoneconverter","2023-02-12T20:28:54.84Z","84394970","timezoneconverter","[""mj1856""]","timezoneconverter","timezoneconverter/6.1.0","TimeZoneConverter","6.1.0","2023-02-12T20:32:02.0322088Z","Available","Valid","false","timezoneconverter","timezoneconverter/6.1.0","TimeZoneConverter","6.1.0","2023-02-12T20:32:02.0322088Z","2023-02-12T20:28:54.84Z","Available","lib\net462\TimeZoneConverter.dll",".dll","true","true","true","{""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.13+1af80ba017f6f7644305e1781d8cc9845a92b5f8"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETFRAMEWORK,NET462,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER,NET45_OR_GREATER,NET451_OR_GREATER,NET452_OR_GREATER,NET46_OR_GREATER,NET461_OR_GREATER,NET462_OR_GREATER"",""version"":""2"",""source-file-count"":""18"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"MimeKit","NoSourceLink","Missing","[]","mimekit","2023-03-19T21:18:12.41Z","80910797","mimekit","[""jstedfast""]","mimekit","mimekit/3.6.1","MimeKit","3.6.1","2023-03-19T21:20:39.3450299Z","Available","NonDeterministic","false","mimekit","mimekit/3.6.1","MimeKit","3.6.1","2023-03-19T21:20:39.3450299Z","2023-03-19T21:18:12.41Z","Available","lib\net6.0\MimeKit.dll",".dll","true","false","true","{""compiler-version"":""4.5.0-6.23123.11+271ccd71554f7d28d2f90551aafd0bdeb5d327aa"",""language"":""C#"",""optimization"":""release-debug-plus"",""runtime-version"":""4.8.9139.0"",""language-version"":""10.0"",""define"":""TRACE,ENABLE_CRYPTO,ENABLE_SNM,SERIALIZABLE,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""234"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""unsafe"":""True""}","Portable"
"Swashbuckle.AspNetCore.Annotations","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""domaindrivendev"",""Repo"":""Swashbuckle.AspNetCore"",""Ref"":""8f363f7359cb1cb8fa5de5195ec6d97aefaa16b3""},""FileCount"":17,""Example"":""https://raw.githubusercontent.com/domaindrivendev/Swashbuckle.AspNetCore/8f363f7359cb1cb8fa5de5195ec6d97aefaa16b3/src/Swashbuckle.AspNetCore.Annotations/AnnotationsDocumentFilter.cs""}]","swashbuckle.aspnetcore.annotations","2023-01-11T06:50:36.907Z","78813689","swashbuckle.aspnetcore.annotations","[""domaindrivendev""]","swashbuckle.aspnetcore.annotations","swashbuckle.aspnetcore.annotations/6.5.0","Swashbuckle.AspNetCore.Annotations","6.5.0","2023-01-11T06:53:04.9921796Z","Available","NonDeterministic","false","swashbuckle.aspnetcore.annotations","swashbuckle.aspnetcore.annotations/6.5.0","Swashbuckle.AspNetCore.Annotations","6.5.0","2023-01-11T06:53:04.9921796Z","2023-01-11T06:50:36.907Z","Available","lib\net6.0\Swashbuckle.AspNetCore.Annotations.dll",".dll","true","true","true","{""compiler-version"":""4.4.0-4.22520.11+9e075f038a19d493244bc18997fc52a6c6eefa72"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""7.0.0+d099f075e45d2aa6007a22b71b45a08758559f80"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""19"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"Grpc.Core","HasUntrackedSources","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""grpc"",""Repo"":""grpc"",""Ref"":""cdc97245c7977e85bb0234941f5c6cd9cb7accdf""},""FileCount"":97,""Example"":""https://raw.githubusercontent.com/grpc/grpc/cdc97245c7977e85bb0234941f5c6cd9cb7accdf/src/csharp/Grpc.Core/CallInvocationDetails.cs""}]","grpc.core","2023-01-11T08:55:33.447Z","78483087","grpc.core","[""grpc-packages""]","grpc.core","grpc.core/2.46.6","Grpc.Core","2.46.6","2023-01-11T08:58:17.4639733Z","Available","NonDeterministic","true","grpc.core","grpc.core/2.46.6","Grpc.Core","2.46.6","2023-01-11T08:58:17.4639733Z","2023-01-11T08:55:33.447Z","Available","lib\net45\Grpc.Core.dll",".dll","true","true","true","{""compiler-version"":""4.0.0-6.21526.21+c7d6f9fab845ffd943216da465022744e7d35f22"",""language"":""C#"",""runtime-version"":""6.0.0-rtm.21522.10+4822e3c3aa77eb82b2fb33c9321f923cf11ddde6"",""language-version"":""8.0"",""define"":""TRACE,RELEASE,NETFRAMEWORK,NET45,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER,NET45_OR_GREATER"",""version"":""2"",""source-file-count"":""97"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""unsafe"":""True""}","Portable"
"Autofac.Extensions.DependencyInjection","ValidExternal","Valid","[]","autofac.extensions.dependencyinjection","2022-05-25T21:58:07.13Z","78465836","autofac.extensions.dependencyinjection","[""Autofac""]","autofac.extensions.dependencyinjection","autofac.extensions.dependencyinjection/8.0.0","Autofac.Extensions.DependencyInjection","8.0.0","2022-05-25T22:00:45.9242834Z","Available","Valid","false","autofac.extensions.dependencyinjection","autofac.extensions.dependencyinjection/8.0.0","Autofac.Extensions.DependencyInjection","8.0.0","2022-05-25T22:00:45.9242834Z","2022-05-25T21:58:07.13Z","Available","lib\netstandard2.0\Autofac.Extensions.DependencyInjection.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.0.0-6.21526.21+c7d6f9fab845ffd943216da465022744e7d35f22"",""language"":""C#"",""source-file-count"":""14"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""6.0.0-rtm.21522.10+4822e3c3aa77eb82b2fb33c9321f923cf11ddde6"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER""}","Portable"
"SQLitePCLRaw.lib.e_sqlite3","NoSymbols","Missing","","sqlitepclraw.lib.e_sqlite3","2023-01-10T20:24:42.167Z","78096275","sqlitepclraw.lib.e_sqlite3","[""ericsink"",""SQLitePCLRaw""]","sqlitepclraw.lib.e_sqlite3","sqlitepclraw.lib.e_sqlite3/2.1.4","SQLitePCLRaw.lib.e_sqlite3","2.1.4","2023-01-10T20:27:33.9534622Z","Available","NonDeterministic","false","sqlitepclraw.lib.e_sqlite3","sqlitepclraw.lib.e_sqlite3/2.1.4","SQLitePCLRaw.lib.e_sqlite3","2.1.4","2023-01-10T20:27:33.9534622Z","2023-01-10T20:24:42.167Z","Available","runtimes\win10-arm\nativeassets\uap10.0\e_sqlite3.dll",".dll","","","","",""
"Fare","NoSymbols","Missing","[]","fare","2022-06-20T11:42:22.617Z","77919556","fare","[""moodmosaic""]","fare","fare/2.2.1","Fare","2.2.1","2022-06-20T11:44:31.727174Z","Available","NonDeterministic","false","fare","fare/2.2.1","Fare","2.2.1","2022-06-20T11:44:31.727174Z","2022-06-20T11:42:22.617Z","Available","lib\netstandard2.0\Fare.dll",".dll","false","false","false","{}","Portable"
"MongoDB.Libmongocrypt","NoSymbols","Missing","[]","mongodb.libmongocrypt","2023-01-21T14:24:01.453Z","77883854","mongodb.libmongocrypt","[""MongoDB""]","mongodb.libmongocrypt","mongodb.libmongocrypt/1.7.0","MongoDB.Libmongocrypt","1.7.0","2023-01-21T14:27:18.9529384Z","Available","NonDeterministic","false","mongodb.libmongocrypt","mongodb.libmongocrypt/1.7.0","MongoDB.Libmongocrypt","1.7.0","2023-01-21T14:27:18.9529384Z","2023-01-21T14:24:01.453Z","Available","lib\net472\MongoDB.Libmongocrypt.dll",".dll","false","false","false","{}","Portable"
"WebActivatorEx","NoSymbols","Missing","[]","webactivatorex","2016-10-05T20:12:09.48Z","77545068","webactivatorex","[""davidebbo""]","webactivatorex","webactivatorex/2.2.0","WebActivatorEx","2.2.0","2018-10-15T06:02:58.3461416Z","Available","NonDeterministic","false","webactivatorex","webactivatorex/2.2.0","WebActivatorEx","2.2.0","2018-10-15T06:02:58.3461416Z","2016-10-05T20:12:09.48Z","Available","lib\net40\WebActivatorEx.dll",".dll","false","false","false","{}","Portable"
"MediatR.Extensions.Microsoft.DependencyInjection","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""jbogard"",""Repo"":""MediatR.Extensions.Microsoft.DependencyInjection"",""Ref"":""238a3770f16174f3585c58c390914ca58c7acf25""},""FileCount"":4,""Example"":""https://raw.githubusercontent.com/jbogard/MediatR.Extensions.Microsoft.DependencyInjection/238a3770f16174f3585c58c390914ca58c7acf25/src/MediatR.Extensions.Microsoft.DependencyInjection/MediatrServiceConfiguration.cs""}]","mediatr.extensions.microsoft.dependencyinjection","2023-02-15T13:44:05.007Z","77249176","mediatr.extensions.microsoft.dependencyinjection","[""jbogard""]","mediatr.extensions.microsoft.dependencyinjection","mediatr.extensions.microsoft.dependencyinjection/11.1.0","MediatR.Extensions.Microsoft.DependencyInjection","11.1.0","2023-02-15T15:09:38.4402716Z","Available","Valid","false","mediatr.extensions.microsoft.dependencyinjection","mediatr.extensions.microsoft.dependencyinjection/11.1.0","MediatR.Extensions.Microsoft.DependencyInjection","11.1.0","2023-02-15T15:09:38.4402716Z","2023-02-15T13:44:05.007Z","Available","lib\netstandard2.1\MediatR.Extensions.Microsoft.DependencyInjection.dll",".dll","true","true","true","{""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.14+2a90daa2cc41ae8f11a2c1519cb8b235f609251a"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_1,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER,NETSTANDARD2_1_OR_GREATER"",""version"":""2"",""source-file-count"":""6"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"NJsonSchema","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""RicoSuter"",""Repo"":""NJsonSchema"",""Ref"":""e045ae82b55d4e8ae9f6690a27d907c699e3c9ee""},""FileCount"":100,""Example"":""https://raw.githubusercontent.com/RicoSuter/NJsonSchema/e045ae82b55d4e8ae9f6690a27d907c699e3c9ee/src/NJsonSchema/Annotations/CanBeNullAttribute.cs""}]","njsonschema","2022-09-16T16:15:09.74Z","76825647","njsonschema","[""rsuter""]","njsonschema","njsonschema/10.8.0","NJsonSchema","10.8.0","2022-09-16T16:17:34.6977494Z","Available","Valid","false","njsonschema","njsonschema/10.8.0","NJsonSchema","10.8.0","2022-09-16T16:17:34.6977494Z","2022-09-16T16:15:09.74Z","Available","lib\netstandard1.0\NJsonSchema.dll",".dll","true","true","true","{""compiler-version"":""4.3.0-3.22365.10+dd078d4e43fca042188bafc4548e6fe2abb62250"",""language"":""C#"",""optimization"":""release-debug-plus"",""runtime-version"":""6.0.8+55fb7ef977e7d120dc12f0960edcff0739d7ee0e"",""language-version"":""10.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD1_0,NETSTANDARD1_0_OR_GREATER"",""version"":""2"",""source-file-count"":""102"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"NSubstitute","NoSymbols","Missing","[]","nsubstitute","2023-02-12T08:27:38.573Z","73934933","nsubstitute","[""alexandrnikitin"",""AlexPovar"",""davetchepak"",""NSubstitute""]","nsubstitute","nsubstitute/5.0.0","NSubstitute","5.0.0","2023-02-12T08:29:57.0651607Z","Available","NonDeterministic","false","nsubstitute","nsubstitute/5.0.0","NSubstitute","5.0.0","2023-02-12T08:29:57.0651607Z","2023-02-12T08:27:38.573Z","Available","lib\net6.0\NSubstitute.dll",".dll","false","false","false","{}","Portable"
"SendGrid","NoSourceLink","Present","[]","sendgrid","2022-08-10T18:42:09.317Z","73910948","sendgrid","[""twilio-api""]","sendgrid","sendgrid/9.28.1","SendGrid","9.28.1","2022-08-10T18:44:43.5979556Z","Available","NonDeterministic","false","sendgrid","sendgrid/9.28.1","SendGrid","9.28.1","2022-08-10T18:44:43.5979556Z","2022-08-10T18:42:09.317Z","Available","lib\netstandard1.3\SendGrid.dll",".dll","true","false","true","{""compiler-version"":""3.7.0-6.20570.4+dc3f4eef2b4e609adbc4daf0c7c67e6212db6ad8"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""3.1.28-servicing.22362.2+f3787201149e2d57d6256c9489b3df02adcf1a6e"",""language-version"":""7.3"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD1_3""}","Portable"
