"Id","SourceLinkResult","CompilerFlagsResult","SourceUrlRepoInfo","LowerId","Created","TotalDownloads","LowerId1","Owners","LowerId2","Identity","Id1","Version","CatalogCommitTimestamp","ResultType","DeterministicResult","IsSignedByAuthor","LowerId3","Identity1","Id2","Version1","CatalogCommitTimestamp1","Created1","ResultType1","Path","Extension","HasCompilerFlags","HasSourceLink","HasDebugInfo","CompilerFlags","PdbType"
"AngleSharp","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""AngleSharp"",""Repo"":""AngleSharp"",""Ref"":""2d15b0514f7d04361046d2ccf9aba547a62b5695""},""FileCount"":648,""Example"":""https://raw.githubusercontent.com/AngleSharp/AngleSharp/2d15b0514f7d04361046d2ccf9aba547a62b5695/src/AngleSharp/Attributes/Accessors.cs""}]","anglesharp","2023-02-22T08:44:25.28Z","60216019","anglesharp","[""FlorianRappl""]","anglesharp","anglesharp/1.0.2-alpha-275","AngleSharp","1.0.2-alpha-275","2023-02-22T08:46:54.8176526Z","Available","NonDeterministic","false","anglesharp","anglesharp/1.0.2-alpha-275","AngleSharp","1.0.2-alpha-275","2023-02-22T08:46:54.8176526Z","2023-02-22T08:44:25.28Z","Available","lib\netstandard2.0\AngleSharp.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.5.0-3.23070.7+5964d1a8e82d7a6e27b3b31bc1d6e44d0a2127b4"",""language"":""C#"",""source-file-count"":""661"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.3+0a2bda10e81d901396c3cff95533529e3a93ad47"",""language-version"":""11.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""nullable"":""Enable""}","Portable"
"Nito.AsyncEx.Tasks","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""StephenCleary"",""Repo"":""AsyncEx"",""Ref"":""0361015459938f2eb8f3c1ad1021d19ee01c93a4""},""FileCount"":15,""Example"":""https://raw.githubusercontent.com/StephenCleary/AsyncEx/0361015459938f2eb8f3c1ad1021d19ee01c93a4/src/Nito.AsyncEx.Tasks/AwaitableDisposable.cs""}]","nito.asyncex.tasks","2021-09-26T00:24:01.023Z","60205644","nito.asyncex.tasks","[""stephencleary""]","nito.asyncex.tasks","nito.asyncex.tasks/5.1.2","Nito.AsyncEx.Tasks","5.1.2","2021-09-26T00:26:21.3174535Z","Available","Valid","false","nito.asyncex.tasks","nito.asyncex.tasks/5.1.2","Nito.AsyncEx.Tasks","5.1.2","2021-09-26T00:26:21.3174535Z","2021-09-26T00:24:01.023Z","Available","lib\net461\Nito.AsyncEx.Tasks.dll",".dll","true","true","true","{""compiler-version"":""3.11.0-4.21403.6+ae1fff344d46976624e68ae17164e0607ab68b10"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""5.0.10+e1825b4928afa9455cc51e1de2b2e66c8be3018d"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETFRAMEWORK,NET461,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER,NET45_OR_GREATER,NET451_OR_GREATER,NET452_OR_GREATER,NET46_OR_GREATER,NET461_OR_GREATER"",""version"":""2"",""source-file-count"":""17"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Portable"
"NCrontab.Signed","Valid","Missing","[{""Repo"":{""Type"":""GitHub"",""Owner"":""atifaziz"",""Repo"":""NCrontab"",""Ref"":""6f63907784fb0361c4eeace337ee5451c638710e""},""FileCount"":5,""Example"":""https://raw.githubusercontent.com/atifaziz/NCrontab/6f63907784fb0361c4eeace337ee5451c638710e/NCrontab/CrontabException.cs""}]","ncrontab.signed","2019-02-18T08:40:53.16Z","58338936","ncrontab.signed","[""raboof""]","ncrontab.signed","ncrontab.signed/3.3.2","NCrontab.Signed","3.3.2","2021-04-13T00:18:24.7767701Z","Available","NonDeterministic","false","ncrontab.signed","ncrontab.signed/3.3.2","NCrontab.Signed","3.3.2","2021-04-13T00:18:24.7767701Z","2019-02-18T08:40:53.16Z","Available","lib\netstandard2.0\NCrontab.Signed.dll",".dll","false","true","true","{}","Portable"
"AWSSDK.Extensions.NETCore.Setup","NoSourceLink","Missing","[]","awssdk.extensions.netcore.setup","2023-03-07T21:48:53.84Z","58023826","awssdk.extensions.netcore.setup","[""awsdotnet""]","awssdk.extensions.netcore.setup","awssdk.extensions.netcore.setup/3.7.5","AWSSDK.Extensions.NETCore.Setup","3.7.5","2023-03-07T21:51:31.6536635Z","Available","NonDeterministic","false","awssdk.extensions.netcore.setup","awssdk.extensions.netcore.setup/3.7.5","AWSSDK.Extensions.NETCore.Setup","3.7.5","2023-03-07T21:51:31.6536635Z","2023-03-07T21:48:53.84Z","Available","lib\netstandard2.0\AWSSDK.Extensions.NETCore.Setup.dll",".dll","false","false","true","{}","Portable"
"AWSSDK.DynamoDBv2","NoSourceLink","Missing","[]","awssdk.dynamodbv2","2023-03-17T20:47:20.123Z","57721471","awssdk.dynamodbv2","[""awsdotnet""]","awssdk.dynamodbv2","awssdk.dynamodbv2/3.7.102.8","AWSSDK.DynamoDBv2","3.7.102.8","2023-03-17T20:49:51.4354253Z","Available","NonDeterministic","false","awssdk.dynamodbv2","awssdk.dynamodbv2/3.7.102.8","AWSSDK.DynamoDBv2","3.7.102.8","2023-03-17T20:49:51.4354253Z","2023-03-17T20:47:20.123Z","Available","lib\netstandard2.0\AWSSDK.DynamoDBv2.dll",".dll","false","false","true","{}","Portable"
"Namotion.Reflection","NoSymbols","Missing","[]","namotion.reflection","2022-09-18T20:44:00.55Z","57720272","namotion.reflection","[""rsuter""]","namotion.reflection","namotion.reflection/2.1.1","Namotion.Reflection","2.1.1","2022-09-18T20:46:08.4383066Z","Available","NonDeterministic","false","namotion.reflection","namotion.reflection/2.1.1","Namotion.Reflection","2.1.1","2022-09-18T20:46:08.4383066Z","2022-09-18T20:44:00.55Z","Available","lib\net40\Namotion.Reflection.dll",".dll","false","false","false","{}","Portable"
"MySql.Data","NoSymbols","Missing","[]","mysql.data","2023-03-08T11:46:20.413Z","56925863","mysql.data","[""MySQL""]","mysql.data","mysql.data/8.0.32.1","MySql.Data","8.0.32.1","2023-03-08T11:48:45.6205416Z","Available","NonDeterministic","true","mysql.data","mysql.data/8.0.32.1","MySql.Data","8.0.32.1","2023-03-08T11:48:45.6205416Z","2023-03-08T11:46:20.413Z","Available","lib\netstandard2.0\MySql.Data.dll",".dll","false","false","false","{}","Portable"
"Serilog.Enrichers.Thread","NoSymbols","Missing","[]","serilog.enrichers.thread","2021-05-11T22:26:23.803Z","56260181","serilog.enrichers.thread","[""serilog""]","serilog.enrichers.thread","serilog.enrichers.thread/3.2.0-dev-00752","Serilog.Enrichers.Thread","3.2.0-dev-00752","2021-05-11T22:28:30.3307744Z","Available","NonDeterministic","false","serilog.enrichers.thread","serilog.enrichers.thread/3.2.0-dev-00752","Serilog.Enrichers.Thread","3.2.0-dev-00752","2021-05-11T22:28:30.3307744Z","2021-05-11T22:26:23.803Z","Available","lib\netstandard1.0\Serilog.Enrichers.Thread.dll",".dll","false","false","false","{}","Portable"
"Serilog.Sinks.Async","NoSymbols","Missing","[]","serilog.sinks.async","2021-06-25T08:10:03.073Z","56081817","serilog.sinks.async","[""jezz.santos"",""serilog""]","serilog.sinks.async","serilog.sinks.async/1.5.0","Serilog.Sinks.Async","1.5.0","2021-06-25T08:12:44.5045449Z","Available","NonDeterministic","false","serilog.sinks.async","serilog.sinks.async/1.5.0","Serilog.Sinks.Async","1.5.0","2021-06-25T08:12:44.5045449Z","2021-06-25T08:10:03.073Z","Available","lib\net45\Serilog.Sinks.Async.dll",".dll","false","false","false","{}","Portable"
"CommonServiceLocator","NoSymbols","Missing","[]","commonservicelocator","2023-02-22T01:42:33.357Z","55969988","commonservicelocator","[""eniks"",""esadovoi"",""unitycontainer""]","commonservicelocator","commonservicelocator/2.0.7","CommonServiceLocator","2.0.7","2023-02-22T01:45:26.1295909Z","Available","NonDeterministic","false","commonservicelocator","commonservicelocator/2.0.7","CommonServiceLocator","2.0.7","2023-02-22T01:45:26.1295909Z","2023-02-22T01:42:33.357Z","Available","lib\net48\CommonServiceLocator.dll",".dll","false","false","false","{}","Portable"
"EO.WebBrowser","NoSymbols","Missing","[]","eo.webbrowser","2023-03-16T18:04:24.87Z","55355348","eo.webbrowser","[""EssentialObjects""]","eo.webbrowser","eo.webbrowser/23.1.45","EO.WebBrowser","23.1.45","2023-03-16T18:07:52.8133327Z","Available","NonDeterministic","false","eo.webbrowser","eo.webbrowser/23.1.45","EO.WebBrowser","23.1.45","2023-03-16T18:07:52.8133327Z","2023-03-16T18:04:24.87Z","Available","lib\EO.Base.dll",".dll","false","false","false","{}","Portable"
"SQLitePCLRaw.provider.dynamic_cdecl","NoSymbols","Missing","[]","sqlitepclraw.provider.dynamic_cdecl","2023-01-10T20:24:33.457Z","54968878","sqlitepclraw.provider.dynamic_cdecl","[""ericsink"",""SQLitePCLRaw""]","sqlitepclraw.provider.dynamic_cdecl","sqlitepclraw.provider.dynamic_cdecl/2.1.4","SQLitePCLRaw.provider.dynamic_cdecl","2.1.4","2023-01-10T20:27:00.498599Z","Available","NonDeterministic","false","sqlitepclraw.provider.dynamic_cdecl","sqlitepclraw.provider.dynamic_cdecl/2.1.4","SQLitePCLRaw.provider.dynamic_cdecl","2.1.4","2023-01-10T20:27:00.498599Z","2023-01-10T20:24:33.457Z","Available","lib\netstandard2.0\SQLitePCLRaw.provider.dynamic_cdecl.dll",".dll","false","false","false","{}","Portable"
"Confluent.Kafka","NoSymbols","Missing","[]","confluent.kafka","2023-01-23T17:01:24.13Z","53664803","confluent.kafka","[""confluent""]","confluent.kafka","confluent.kafka/2.0.2","Confluent.Kafka","2.0.2","2023-01-23T17:04:29.5376666Z","Available","NonDeterministic","false","confluent.kafka","confluent.kafka/2.0.2","Confluent.Kafka","2.0.2","2023-01-23T17:04:29.5376666Z","2023-01-23T17:01:24.13Z","Available","lib\net462\Confluent.Kafka.dll",".dll","false","false","false","{}","Portable"
"System.Linq.Async","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""dotnet"",""Repo"":""reactive"",""Ref"":""8d8c10ceb7cc0bdb1e49b362efe5826e577dfeff""},""FileCount"":90,""Example"":""https://raw.githubusercontent.com/dotnet/reactive/8d8c10ceb7cc0bdb1e49b362efe5826e577dfeff/Ix.NET/Source/System.Linq.Async/Properties/AssemblyInfo.cs""}]","system.linq.async","2022-02-01T16:15:51.49Z","53345188","system.linq.async","[""dotnetfoundation"",""rxteam""]","system.linq.async","system.linq.async/6.0.1","System.Linq.Async","6.0.1","2022-02-01T16:18:01.1214727Z","Available","Valid","true","system.linq.async","system.linq.async/6.0.1","System.Linq.Async","6.0.1","2022-02-01T16:18:01.1214727Z","2022-02-01T16:15:51.49Z","Available","lib\net6.0\System.Linq.Async.dll",".dll","true","true","true","{""compiler-version"":""4.0.1-1.21569.2+52021b4b3a9dcfd7b955102adb2901524a62a371"",""language"":""C#"",""runtime-version"":""6.0.1+3a25a7f1cc446b60678ed25c9d829420d6321eba"",""language-version"":""preview"",""define"":""TRACE,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""123"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""nullable"":""Enable""}","Embedded"
"NLog.Web.AspNetCore","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""NLog"",""Repo"":""NLog.Web"",""Ref"":""9b0e94394d7c96b8ab67a8878444096e070410f4""},""FileCount"":89,""Example"":""https://raw.githubusercontent.com/NLog/NLog.Web/9b0e94394d7c96b8ab67a8878444096e070410f4/src/NLog.Web.AspNetCore/AspNetExtensions.cs""}]","nlog.web.aspnetcore","2023-02-17T19:15:41.463Z","53330047","nlog.web.aspnetcore","[""304NotModified"",""NLogLogging""]","nlog.web.aspnetcore","nlog.web.aspnetcore/5.2.2","NLog.Web.AspNetCore","5.2.2","2023-02-17T19:18:01.8082075Z","Available","Valid","false","nlog.web.aspnetcore","nlog.web.aspnetcore/5.2.2","NLog.Web.AspNetCore","5.2.2","2023-02-17T19:18:01.8082075Z","2023-02-17T19:15:41.463Z","Available","lib\net6.0\NLog.Web.AspNetCore.dll",".dll","true","true","true","{""compiler-version"":""4.4.0-3.22518.13+7856a68c109b22de70e07580018fec601e944f46"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""4.8.4110.0"",""language-version"":""10.0"",""define"":""TRACE,ASP_NET_CORE,ASP_NET_CORE3,RELEASE,NET,NET6_0,NETCOREAPP,NET5_0_OR_GREATER,NET6_0_OR_GREATER,NETCOREAPP1_0_OR_GREATER,NETCOREAPP1_1_OR_GREATER,NETCOREAPP2_0_OR_GREATER,NETCOREAPP2_1_OR_GREATER,NETCOREAPP2_2_OR_GREATER,NETCOREAPP3_0_OR_GREATER,NETCOREAPP3_1_OR_GREATER"",""version"":""2"",""source-file-count"":""91"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"Selenium.Support","NoSymbols","Missing","[]","selenium.support","2023-02-17T22:29:52.06Z","53139393","selenium.support","[""selenium""]","selenium.support","selenium.support/4.8.1","Selenium.Support","4.8.1","2023-02-17T22:35:20.431037Z","Available","NonDeterministic","false","selenium.support","selenium.support/4.8.1","Selenium.Support","4.8.1","2023-02-17T22:35:20.431037Z","2023-02-17T22:29:52.06Z","Available","lib\net5.0\WebDriver.Support.dll",".dll","false","false","false","{}","Portable"
"StackExchange.Redis.StrongName","NoSourceLink","Missing","[]","stackexchange.redis.strongname","2018-01-25T09:30:36.633Z","52272491","stackexchange.redis.strongname","[""marc.gravell"",""nick.craver"",""StackExchange""]","stackexchange.redis.strongname","stackexchange.redis.strongname/1.2.7-alpha-00002","StackExchange.Redis.StrongName","1.2.7-alpha-00002","2020-12-18T13:12:39.7928533Z","Available","NonDeterministic","false","stackexchange.redis.strongname","stackexchange.redis.strongname/1.2.7-alpha-00002","StackExchange.Redis.StrongName","1.2.7-alpha-00002","2020-12-18T13:12:39.7928533Z","2018-01-25T09:30:36.633Z","Available","lib\netstandard1.5\StackExchange.Redis.StrongName.dll",".dll","false","false","true","{}","Embedded"
"Common.Logging","NoSourceLink","Missing","[]","common.logging","2017-08-16T10:58:18.183Z","51444131","common.logging","[""mpollack"",""sbohlen""]","common.logging","common.logging/3.4.1","Common.Logging","3.4.1","2018-10-16T14:19:04.1970985Z","Available","NonDeterministic","false","common.logging","common.logging/3.4.1","Common.Logging","3.4.1","2018-10-16T14:19:04.1970985Z","2017-08-16T10:58:18.183Z","Available","lib\netstandard1.3\Common.Logging.dll",".dll","false","false","true","{}","Portable"
"Nito.AsyncEx.Coordination","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""StephenCleary"",""Repo"":""AsyncEx"",""Ref"":""0361015459938f2eb8f3c1ad1021d19ee01c93a4""},""FileCount"":14,""Example"":""https://raw.githubusercontent.com/StephenCleary/AsyncEx/0361015459938f2eb8f3c1ad1021d19ee01c93a4/src/Nito.AsyncEx.Coordination/AsyncAutoResetEvent.cs""}]","nito.asyncex.coordination","2021-09-26T00:24:01.983Z","50734046","nito.asyncex.coordination","[""stephencleary""]","nito.asyncex.coordination","nito.asyncex.coordination/5.1.2","Nito.AsyncEx.Coordination","5.1.2","2021-09-26T00:26:21.3174535Z","Available","Valid","false","nito.asyncex.coordination","nito.asyncex.coordination/5.1.2","Nito.AsyncEx.Coordination","5.1.2","2021-09-26T00:26:21.3174535Z","2021-09-26T00:24:01.983Z","Available","lib\netstandard2.0\Nito.AsyncEx.Coordination.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""3.11.0-4.21403.6+ae1fff344d46976624e68ae17164e0607ab68b10"",""language"":""C#"",""source-file-count"":""16"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""5.0.10+e1825b4928afa9455cc51e1de2b2e66c8be3018d"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""nullable"":""Enable""}","Portable"
"SQLitePCLRaw.bundle_green","NoSymbols","Missing","[]","sqlitepclraw.bundle_green","2023-01-11T23:35:36.257Z","50454418","sqlitepclraw.bundle_green","[""ericsink"",""SQLitePCLRaw""]","sqlitepclraw.bundle_green","sqlitepclraw.bundle_green/1.1.15","SQLitePCLRaw.bundle_green","1.1.15","2023-01-11T23:38:19.7220978Z","Available","NonDeterministic","false","sqlitepclraw.bundle_green","sqlitepclraw.bundle_green/1.1.15","SQLitePCLRaw.bundle_green","1.1.15","2023-01-11T23:38:19.7220978Z","2023-01-11T23:35:36.257Z","Available","lib\netcoreapp\SQLitePCLRaw.batteries_v2.dll",".dll","false","false","false","{}","Portable"
"Flurl","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""tmenier"",""Repo"":""Flurl"",""Ref"":""fed70125d524d33725a57641d8a52ba81e18cacc""},""FileCount"":6,""Example"":""https://raw.githubusercontent.com/tmenier/Flurl/fed70125d524d33725a57641d8a52ba81e18cacc/src/Flurl/GeneratedExtensions.cs""}]","flurl","2022-12-20T19:40:55.623Z","50313832","flurl","[""tmenier""]","flurl","flurl/3.0.7","Flurl","3.0.7","2022-12-20T20:09:13.5001064Z","Available","NonDeterministic","false","flurl","flurl/3.0.7","Flurl","3.0.7","2022-12-20T20:09:13.5001064Z","2022-12-20T19:40:55.623Z","Available","lib\netstandard2.0\Flurl.dll",".dll","true","true","true","{""compiler-version"":""4.3.1-3.22526.13+41a5af9d2c459a06c0795bf21a1c046200f375bf"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""6.0.12+02e45a41b756dd147fc39297df7649d86fa245e7"",""language-version"":""7.3"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""version"":""2"",""source-file-count"":""8"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Portable"
"Nito.Collections.Deque","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""StephenCleary"",""Repo"":""Deque"",""Ref"":""fb12d9918339a9affd11f6d5f82a29bb7e26c4a0""},""FileCount"":2,""Example"":""https://raw.githubusercontent.com/StephenCleary/Deque/fb12d9918339a9affd11f6d5f82a29bb7e26c4a0/src/Nito.Collections.Deque/CollectionHelpers.cs""}]","nito.collections.deque","2021-09-25T14:25:35.623Z","50216928","nito.collections.deque","[""stephencleary""]","nito.collections.deque","nito.collections.deque/1.1.1","Nito.Collections.Deque","1.1.1","2021-09-25T14:27:25.5999985Z","Available","Valid","false","nito.collections.deque","nito.collections.deque/1.1.1","Nito.Collections.Deque","1.1.1","2021-09-25T14:27:25.5999985Z","2021-09-25T14:25:35.623Z","Available","lib\netstandard2.0\Nito.Collections.Deque.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""3.11.0-4.21403.6+ae1fff344d46976624e68ae17164e0607ab68b10"",""language"":""C#"",""source-file-count"":""4"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""5.0.10+e1825b4928afa9455cc51e1de2b2e66c8be3018d"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER"",""nullable"":""Enable""}","Portable"
"Nito.AsyncEx.Context","ValidExternal","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""StephenCleary"",""Repo"":""AsyncEx"",""Ref"":""0361015459938f2eb8f3c1ad1021d19ee01c93a4""},""FileCount"":6,""Example"":""https://raw.githubusercontent.com/StephenCleary/AsyncEx/0361015459938f2eb8f3c1ad1021d19ee01c93a4/src/Nito.AsyncEx.Context/AsyncContext.cs""}]","nito.asyncex.context","2021-09-26T00:24:02.667Z","50014318","nito.asyncex.context","[""stephencleary""]","nito.asyncex.context","nito.asyncex.context/5.1.2","Nito.AsyncEx.Context","5.1.2","2021-09-26T00:25:57.7702822Z","Available","Valid","false","nito.asyncex.context","nito.asyncex.context/5.1.2","Nito.AsyncEx.Context","5.1.2","2021-09-26T00:25:57.7702822Z","2021-09-26T00:24:02.667Z","Available","lib\netstandard1.3\Nito.AsyncEx.Context.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""3.11.0-4.21403.6+ae1fff344d46976624e68ae17164e0607ab68b10"",""language"":""C#"",""source-file-count"":""8"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""5.0.10+e1825b4928afa9455cc51e1de2b2e66c8be3018d"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD1_3,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER"",""nullable"":""Enable""}","Portable"
"Swashbuckle.AspNetCore.Newtonsoft","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""domaindrivendev"",""Repo"":""Swashbuckle.AspNetCore"",""Ref"":""8f363f7359cb1cb8fa5de5195ec6d97aefaa16b3""},""FileCount"":3,""Example"":""https://raw.githubusercontent.com/domaindrivendev/Swashbuckle.AspNetCore/8f363f7359cb1cb8fa5de5195ec6d97aefaa16b3/src/Swashbuckle.AspNetCore.Newtonsoft/DependencyInjection/NewtonsoftServiceCollectionExtensions.cs""}]","swashbuckle.aspnetcore.newtonsoft","2023-01-11T06:50:38.997Z","49611573","swashbuckle.aspnetcore.newtonsoft","[""domaindrivendev""]","swashbuckle.aspnetcore.newtonsoft","swashbuckle.aspnetcore.newtonsoft/6.5.0","Swashbuckle.AspNetCore.Newtonsoft","6.5.0","2023-01-11T06:53:34.1355555Z","Available","NonDeterministic","false","swashbuckle.aspnetcore.newtonsoft","swashbuckle.aspnetcore.newtonsoft/6.5.0","Swashbuckle.AspNetCore.Newtonsoft","6.5.0","2023-01-11T06:53:34.1355555Z","2023-01-11T06:50:38.997Z","Available","lib\netstandard2.0\Swashbuckle.AspNetCore.Newtonsoft.dll",".dll","true","true","true","{""version"":""2"",""compiler-version"":""4.4.0-4.22520.11+9e075f038a19d493244bc18997fc52a6c6eefa72"",""language"":""C#"",""source-file-count"":""5"",""output-kind"":""DynamicallyLinkedLibrary"",""optimization"":""release"",""platform"":""AnyCpu"",""runtime-version"":""7.0.0+d099f075e45d2aa6007a22b71b45a08758559f80"",""language-version"":""9.0"",""define"":""TRACE,RELEASE,NETSTANDARD,NETSTANDARD2_0,NETSTANDARD1_0_OR_GREATER,NETSTANDARD1_1_OR_GREATER,NETSTANDARD1_2_OR_GREATER,NETSTANDARD1_3_OR_GREATER,NETSTANDARD1_4_OR_GREATER,NETSTANDARD1_5_OR_GREATER,NETSTANDARD1_6_OR_GREATER,NETSTANDARD2_0_OR_GREATER""}","Portable"
"System.Reactive.Linq","Valid","Valid","[{""Repo"":{""Type"":""GitHub"",""Owner"":""dotnet"",""Repo"":""reactive"",""Ref"":""88001b1c761f259f6ddd4e389c04ec461432d0fb""},""FileCount"":2,""Example"":""https://raw.githubusercontent.com/dotnet/reactive/88001b1c761f259f6ddd4e389c04ec461432d0fb/Rx.NET/Source/facades/GlobalAssemblyVersion.cs""}]","system.reactive.linq","2023-03-10T13:02:22.487Z","49209001","system.reactive.linq","[""dotnetfoundation"",""rxteam""]","system.reactive.linq","system.reactive.linq/6.0.0-preview.1","System.Reactive.Linq","6.0.0-preview.1","2023-03-10T13:04:43.0802911Z","Available","Valid","true","system.reactive.linq","system.reactive.linq/6.0.0-preview.1","System.Reactive.Linq","6.0.0-preview.1","2023-03-10T13:04:43.0802911Z","2023-03-10T13:02:22.487Z","Available","lib\net472\System.Reactive.Linq.dll",".dll","true","true","true","{""compiler-version"":""4.5.0-6.23123.11+271ccd71554f7d28d2f90551aafd0bdeb5d327aa"",""language"":""C#"",""optimization"":""release"",""runtime-version"":""4.8.9139.0"",""language-version"":""11.0"",""define"":""TRACE,HAS_WINFORMS,HAS_WPF,HAS_WINRT,HAS_DISPATCHER,HAS_REMOTING,DESKTOPCLR,NO_NULLABLE_ATTRIBUTES,RELEASE,NETFRAMEWORK,NET472,NET20_OR_GREATER,NET30_OR_GREATER,NET35_OR_GREATER,NET40_OR_GREATER,NET45_OR_GREATER,NET451_OR_GREATER,NET452_OR_GREATER,NET46_OR_GREATER,NET461_OR_GREATER,NET462_OR_GREATER,NET47_OR_GREATER,NET471_OR_GREATER,NET472_OR_GREATER"",""version"":""2"",""source-file-count"":""4"",""output-kind"":""DynamicallyLinkedLibrary"",""platform"":""AnyCpu""}","Embedded"
